,TENURE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE,cluster
3795,12,10,5,5,0,0,2,1,4,4,0,0,2,4,1,6,0,2
3796,12,10,10,7,10,1,0,4,3,3,3,3,5,3,3,7,1,2
3797,12,10,3,3,0,0,0,1,2,2,0,0,3,1,1,1,0,3
3798,12,8,6,0,5,0,2,1,1,0,1,0,6,1,1,2,0,0
3799,6,2,4,4,0,0,0,1,1,1,0,0,4,0,2,1,0,3
3800,12,10,10,6,10,5,0,4,3,3,3,3,5,4,3,7,6,2
3801,12,4,10,0,10,0,0,1,1,0,1,0,4,3,1,3,0,0
3802,12,10,1,0,1,2,0,5,1,0,1,1,5,3,3,1,1,1
3803,12,9,8,2,8,0,5,3,3,2,3,0,4,5,2,5,0,2
3804,12,10,0,0,0,4,1,3,0,0,0,3,5,5,3,0,1,1
3805,12,5,1,1,0,0,0,1,2,2,0,0,5,3,1,1,0,3
3806,12,10,10,10,4,9,0,6,4,4,3,6,6,6,6,6,6,1
3807,12,10,10,5,10,0,0,3,5,3,4,0,5,2,2,7,0,2
3808,12,0,10,0,10,0,0,0,1,0,1,0,3,0,2,3,0,0
3809,12,10,9,9,0,0,7,1,1,1,0,0,5,1,1,3,0,0
3810,12,10,0,0,0,1,0,1,0,0,0,1,3,1,1,0,1,3
3811,12,10,1,1,0,4,0,2,1,1,0,3,3,3,1,1,2,1
3812,12,10,5,5,0,2,0,3,2,2,0,1,3,2,2,1,1,3
3813,10,9,9,3,7,3,0,3,2,2,1,2,3,3,2,5,2,2
3814,12,10,0,0,0,3,0,3,0,0,0,2,3,2,3,0,2,1
3815,12,7,10,0,10,0,4,1,2,0,2,0,3,2,1,5,0,0
3816,12,10,8,1,7,0,0,1,1,1,1,0,2,1,1,3,0,0
3817,12,8,0,0,0,2,2,3,0,0,0,3,3,4,2,0,1,1
3818,10,9,0,0,0,3,0,3,0,0,0,4,3,3,2,0,2,1
3819,12,10,5,5,0,0,0,2,2,2,0,0,3,3,1,2,0,3
3820,12,10,2,2,0,0,2,1,1,1,0,0,5,1,1,1,0,3
3821,12,10,1,1,0,7,1,3,1,1,0,4,4,4,2,1,4,1
3822,12,10,0,0,0,5,0,4,0,0,0,4,5,3,3,0,3,1
3823,12,10,10,10,10,0,4,1,3,2,2,0,5,3,1,7,0,2
3824,12,7,4,0,3,0,3,1,1,0,1,0,5,1,1,1,0,3
3825,11,10,2,2,0,2,0,3,1,1,0,4,4,3,2,1,1,1
3826,12,10,0,0,0,1,0,3,0,0,0,3,3,2,1,0,1,3
3827,11,6,5,0,5,0,5,1,1,0,1,0,5,1,1,2,0,0
3828,12,10,10,4,10,1,0,3,3,1,3,1,4,2,2,6,1,2
3829,12,10,0,0,0,1,1,3,0,0,0,2,4,4,2,0,1,3
3830,12,10,6,6,0,0,3,2,5,5,0,0,3,4,1,6,0,2
3831,12,8,0,0,0,1,0,3,0,0,0,3,5,2,2,0,1,3
3832,12,10,10,10,0,0,3,1,1,1,0,0,3,1,1,3,0,0
3833,12,10,10,0,10,0,0,3,3,0,3,0,3,3,3,3,0,0
3834,12,10,0,0,0,2,1,2,0,0,0,3,3,3,1,0,1,3
3835,12,10,10,2,10,4,1,2,2,1,1,2,6,3,1,5,2,2
3836,12,10,10,7,10,0,9,2,5,3,5,0,5,5,1,7,0,2
3837,12,10,2,2,0,6,3,3,1,1,0,4,4,5,3,1,2,1
3838,12,10,10,0,10,0,9,1,1,0,1,0,4,1,1,4,0,0
3839,12,10,1,0,1,2,0,3,1,0,1,1,3,2,1,1,1,3
3840,12,10,0,0,0,5,0,5,0,0,0,4,6,3,3,0,2,1
3841,12,5,1,1,0,0,0,2,1,1,0,0,3,3,1,1,0,3
3842,12,10,4,4,0,0,0,3,3,3,0,0,5,3,1,2,0,2
3843,12,10,8,2,6,0,0,2,3,1,3,0,4,3,1,5,0,0
3844,12,1,1,0,1,0,0,1,1,0,1,0,3,0,2,1,0,3
3845,12,10,0,0,0,1,1,1,0,0,0,3,3,3,1,0,1,3
3846,12,9,5,0,5,0,3,2,5,0,5,0,5,5,5,2,0,2
3847,12,10,10,0,10,0,4,3,3,0,3,0,4,4,1,6,0,0
3848,12,10,10,0,10,4,0,3,1,0,1,3,4,3,3,3,2,1
3849,12,10,8,0,7,0,0,2,1,0,1,0,2,1,1,2,0,0
3850,12,10,5,4,2,2,0,2,1,1,1,1,3,1,1,2,1,3
3851,12,7,4,4,0,0,5,1,4,4,0,0,4,5,1,2,0,2
3852,12,0,1,1,0,0,0,0,3,3,0,0,3,6,2,1,0,3
3853,12,10,6,0,5,0,0,1,2,0,2,0,5,2,1,2,0,0
3854,12,10,10,2,10,0,1,1,2,1,2,0,3,1,1,6,0,0
3855,12,10,8,8,0,2,0,4,3,3,0,1,5,2,3,5,1,2
3856,12,10,8,2,5,0,7,1,2,1,1,0,3,2,1,4,0,0
3857,12,10,10,10,10,0,9,1,4,3,2,0,4,3,1,6,0,2
3858,12,10,0,0,0,3,0,4,0,0,0,4,5,3,2,0,3,1
3859,12,10,10,5,10,3,0,3,3,2,3,2,4,3,1,7,1,2
3860,12,10,3,0,2,5,0,2,1,0,1,3,3,3,1,1,2,1
3861,12,2,1,1,0,0,0,1,1,1,0,0,5,3,1,1,0,3
3862,12,10,10,10,10,2,0,3,4,3,3,2,5,3,2,6,1,2
3863,11,10,2,2,0,0,0,3,1,1,0,0,3,3,4,1,0,3
3864,12,10,10,1,8,0,7,1,3,1,3,0,5,3,1,5,0,0
3865,12,10,1,1,0,0,1,1,1,1,0,0,5,2,1,1,0,3
3866,12,4,10,0,10,0,0,1,1,0,1,0,5,3,1,3,0,0
3867,12,10,0,0,0,4,0,3,0,0,0,2,3,2,2,0,2,1
3868,12,10,10,10,9,0,0,4,3,3,1,0,6,3,3,6,0,2
3869,12,10,2,2,0,0,0,3,1,1,0,0,3,2,1,1,0,3
3870,12,10,10,1,10,0,5,1,3,1,2,0,6,3,1,5,0,0
3871,12,10,0,0,0,2,0,5,0,0,0,3,5,3,3,0,2,1
3872,12,10,10,10,0,0,1,1,1,1,0,0,5,1,1,3,0,3
3873,12,7,5,0,5,0,0,1,1,0,1,0,4,0,2,2,0,0
3874,8,10,0,0,0,3,0,3,0,0,0,3,5,1,1,0,1,3
3875,12,10,8,7,4,1,0,5,4,4,1,3,5,3,3,5,1,2
3876,12,10,0,0,0,4,0,4,0,0,0,3,4,2,2,0,2,1
3877,12,10,1,1,0,0,0,1,2,2,0,0,4,1,1,1,0,3
3878,12,10,10,10,10,0,10,2,5,5,3,0,5,5,1,8,0,2
3879,12,4,1,1,0,0,0,1,1,1,0,0,3,2,1,1,0,3
3880,11,10,0,0,0,1,0,4,0,0,0,2,6,3,2,0,1,1
3881,12,10,6,1,5,0,0,2,2,1,2,0,2,1,1,2,0,0
3882,10,9,4,2,3,2,0,3,1,1,1,3,3,2,2,2,2,1
3883,12,10,9,9,0,0,0,4,4,4,0,0,5,3,3,5,0,2
3884,8,10,9,5,5,3,0,2,1,1,1,3,3,1,1,3,1,0
3885,12,10,10,10,10,0,0,4,4,3,3,0,5,3,2,8,0,2
3886,12,10,10,2,10,2,0,4,3,2,3,3,5,3,2,6,1,2
3887,12,10,10,10,10,0,4,1,5,3,3,0,4,5,1,7,0,2
3888,12,10,10,0,10,0,0,4,3,0,3,0,5,3,3,3,0,0
3889,11,9,0,0,0,4,0,3,0,0,0,4,3,4,1,0,3,1
3890,12,10,10,1,10,3,0,2,2,1,2,3,6,1,1,4,2,0
3891,12,10,0,0,0,1,0,3,0,0,0,3,3,1,1,0,1,3
3892,12,10,10,10,1,0,10,1,2,2,1,0,4,3,1,3,0,2
3893,12,7,5,0,5,0,4,1,1,0,1,0,3,2,1,2,0,0
3894,12,5,0,0,0,1,0,1,0,0,0,1,3,1,1,0,1,3
3895,12,10,1,1,0,4,0,4,1,1,0,3,5,3,3,1,1,1
3896,12,10,1,1,0,1,0,3,1,1,0,1,4,3,2,1,1,3
3897,12,10,10,2,10,0,1,2,2,1,1,0,3,3,2,6,0,0
3898,12,10,1,1,0,0,0,1,2,2,0,0,3,1,1,1,0,3
3899,12,10,8,0,8,0,8,1,1,0,1,0,5,1,1,2,0,0
3900,12,10,1,1,0,0,0,4,2,2,0,0,4,3,3,1,0,3
3901,12,10,9,2,8,4,1,2,2,1,2,2,4,3,3,5,1,0
3902,12,4,2,2,0,0,0,1,1,1,0,0,4,0,2,1,0,3
3903,12,10,0,0,0,3,0,3,0,0,0,3,4,2,2,0,1,1
3904,11,8,0,0,0,2,3,3,0,0,0,4,4,4,1,0,1,1
3905,12,10,9,9,0,0,0,4,5,5,0,0,5,4,3,5,0,2
3906,12,10,0,0,0,7,0,5,0,0,0,4,5,3,3,0,3,1
3907,12,1,0,0,0,1,0,1,0,0,0,2,3,0,2,0,1,3
3908,12,10,5,0,5,1,1,5,1,0,1,6,6,6,3,1,1,1
3909,12,10,0,0,0,3,0,3,0,0,0,2,3,3,3,0,1,1
3910,12,10,10,10,0,0,10,1,5,5,0,0,6,5,1,6,0,2
3911,12,10,0,0,0,2,0,2,0,0,0,3,3,1,2,0,1,3
3912,12,10,0,0,0,1,0,3,0,0,0,1,3,2,1,0,1,3
3913,12,3,1,1,0,0,0,1,2,2,0,0,4,4,1,1,0,3
3914,11,10,10,0,9,0,0,1,1,0,1,0,3,1,1,2,0,0
3915,12,10,6,1,5,0,5,1,1,1,1,0,3,1,1,4,0,0
3916,7,9,8,2,5,0,10,1,3,1,3,0,5,3,1,2,0,0
3917,12,10,10,0,10,2,0,3,2,0,2,1,3,2,2,6,1,0
3918,12,10,5,0,5,0,0,1,1,0,1,0,4,1,1,1,0,0
3919,7,10,6,0,6,0,0,1,1,0,1,0,3,1,1,2,0,0
3920,12,10,5,5,2,0,0,3,2,1,1,0,3,3,2,2,0,3
3921,12,10,0,0,0,1,0,5,0,0,0,1,5,3,4,0,1,1
3922,12,10,3,3,0,5,1,4,4,4,0,4,5,4,2,2,2,1
3923,12,10,0,0,0,1,0,3,0,0,0,2,3,2,2,0,1,3
3924,12,9,5,1,4,1,3,1,2,1,2,1,4,3,1,2,1,0
3925,12,10,0,0,0,3,0,5,0,0,0,4,6,3,4,0,1,1
3926,12,10,10,7,10,0,0,3,3,3,1,0,3,2,2,5,0,2
3927,12,10,10,0,8,0,4,1,1,0,1,0,4,1,1,3,0,0
3928,12,10,4,4,1,0,0,2,2,2,1,0,3,2,1,1,0,3
3929,12,10,10,5,10,1,0,3,3,1,2,1,3,3,3,7,1,2
3930,12,10,0,0,0,3,0,5,0,0,0,5,6,5,3,0,1,1
3931,12,10,1,1,0,2,0,3,1,1,0,1,3,2,3,1,1,3
3932,12,10,10,8,10,4,0,3,3,3,3,3,5,3,2,6,2,2
3933,6,7,7,0,5,2,0,1,1,0,1,2,3,1,1,2,1,3
3934,12,10,0,0,0,2,0,3,0,0,0,3,4,1,2,0,1,3
3935,12,10,8,8,1,0,0,4,3,3,1,0,4,3,3,5,0,2
3936,12,10,1,1,0,2,0,1,1,1,0,3,5,4,1,1,1,3
3937,12,10,10,10,9,0,8,3,6,6,3,0,6,6,2,8,0,2
3938,11,8,10,0,9,0,0,1,2,0,2,0,5,2,1,2,0,0
3939,12,10,10,10,10,4,0,5,5,5,3,3,6,6,3,7,2,2
3940,12,10,0,0,0,4,0,3,0,0,0,1,3,2,2,0,1,3
3941,12,10,3,3,0,2,0,1,1,1,0,1,3,1,1,1,1,3
3942,12,10,0,0,0,2,0,3,0,0,0,1,3,1,4,0,1,3
3943,11,10,10,0,10,0,8,1,1,0,1,0,3,1,1,3,0,0
3944,12,10,10,7,10,9,0,5,4,3,3,3,5,5,5,7,6,2
3945,11,10,0,0,0,3,0,4,0,0,0,1,4,2,3,0,1,1
3946,12,10,8,6,4,0,4,1,3,2,2,0,5,3,1,3,0,2
3947,12,10,10,0,10,0,3,1,1,0,1,0,5,1,1,3,0,0
3948,12,10,10,10,10,0,10,2,5,4,3,0,4,5,1,8,0,2
3949,12,10,0,0,0,1,0,3,0,0,0,1,3,1,2,0,1,3
3950,12,6,5,1,4,0,3,1,2,1,1,0,3,2,1,2,0,0
3951,12,5,3,3,0,0,5,1,2,2,0,0,3,3,1,1,0,3
3952,12,4,0,0,0,1,0,1,0,0,0,2,3,1,1,0,1,3
3953,12,4,2,2,0,0,10,1,3,3,0,0,4,4,1,1,0,3
3954,12,10,10,10,10,0,10,1,4,3,3,0,5,4,1,6,0,2
3955,12,10,10,10,5,0,10,2,5,5,1,0,5,5,1,7,0,2
3956,12,10,10,10,10,0,0,4,5,5,1,0,5,5,3,7,0,2
3957,12,6,6,0,5,0,10,1,1,0,1,0,5,1,1,2,0,0
3958,11,10,6,6,0,0,2,1,2,2,0,0,6,2,1,2,0,3
3959,12,7,0,0,0,1,2,1,0,0,0,2,5,3,1,0,1,3
3960,12,10,8,1,7,0,0,3,2,1,1,0,3,1,1,4,0,0
3961,12,10,2,2,0,4,0,1,1,1,0,3,6,1,1,1,2,1
3962,12,2,1,1,0,0,10,1,1,1,0,0,5,2,1,1,0,3
3963,12,10,4,0,4,0,0,3,1,0,1,0,3,2,1,1,0,3
3964,11,6,3,3,0,0,0,1,2,2,0,0,3,1,1,1,0,3
3965,12,10,10,3,9,0,0,3,1,1,1,0,3,1,2,6,0,0
3966,12,10,1,0,1,4,0,3,1,0,1,3,3,1,1,1,1,3
3967,12,10,2,1,1,0,1,3,1,1,1,0,5,4,2,1,0,3
3968,12,10,0,0,0,1,0,3,0,0,0,1,5,3,2,0,1,3
3969,12,10,10,10,0,0,10,1,3,3,0,0,6,3,1,5,0,2
3970,12,10,2,0,2,0,0,3,1,0,1,0,3,3,2,1,0,3
3971,12,10,10,9,5,0,0,3,4,4,2,0,5,4,2,5,0,2
3972,12,6,5,0,5,1,5,1,1,0,1,3,3,1,1,2,1,3
3973,12,10,0,0,0,2,0,3,0,0,0,3,5,2,1,0,1,3
3974,12,10,0,0,0,3,0,3,0,0,0,1,3,1,1,0,2,3
3975,12,10,0,0,0,3,0,4,0,0,0,1,4,3,3,0,1,1
3976,12,10,10,0,10,0,10,1,1,0,1,0,5,1,1,3,0,0
3977,12,10,9,2,7,0,0,2,3,1,2,0,5,1,1,4,0,0
3978,10,10,1,1,0,0,0,3,1,1,0,0,3,1,1,1,0,3
3979,12,5,0,0,0,4,0,1,0,0,0,3,3,1,1,0,1,3
3980,12,10,6,0,6,1,0,4,3,0,3,2,4,3,4,2,1,0
3981,12,9,8,0,8,0,9,1,1,0,1,0,3,1,1,2,0,0
3982,12,1,0,0,0,1,2,1,0,0,0,1,3,3,1,0,1,3
3983,12,10,0,0,0,2,0,3,0,0,0,1,3,1,1,0,1,3
3984,12,10,10,1,10,3,0,5,1,1,1,3,6,3,3,3,4,1
3985,12,8,4,1,3,0,0,1,1,1,1,0,4,1,1,1,0,3
3986,6,4,0,0,0,2,10,1,0,0,0,2,3,3,1,0,1,3
3987,12,10,10,0,10,0,0,3,2,0,2,0,3,1,3,5,0,0
3988,12,10,10,10,10,1,0,1,3,3,1,1,4,3,1,6,1,2
3989,9,9,0,0,0,6,0,5,0,0,0,4,5,4,3,0,1,1
3990,12,10,0,0,0,2,0,3,0,0,0,3,5,1,2,0,1,1
3991,12,10,7,7,2,0,2,1,3,3,1,0,5,2,1,5,0,2
3992,11,5,0,0,0,2,0,1,0,0,0,2,3,1,1,0,1,3
3993,12,10,2,2,0,0,0,3,1,1,0,0,3,3,1,1,0,3
3994,12,10,5,5,0,0,0,3,1,1,0,0,3,1,2,2,0,3
3995,12,2,1,1,0,0,0,1,1,1,0,0,4,1,1,1,0,3
3996,12,10,0,0,0,5,0,3,0,0,0,3,6,2,2,0,2,1
3997,12,10,10,10,10,0,8,1,4,3,3,0,5,4,1,8,0,2
3998,12,10,10,0,10,0,0,2,1,0,1,0,2,2,1,4,0,0
3999,12,10,0,0,0,5,0,5,0,0,0,4,5,3,3,0,4,1
4000,12,10,6,5,2,2,0,4,2,2,1,2,5,3,3,3,1,2
4001,12,10,0,0,0,1,0,4,0,0,0,1,4,2,3,0,1,3
4002,12,10,10,10,5,0,0,3,3,3,1,0,5,4,1,5,0,2
4003,12,10,0,0,0,1,0,4,0,0,0,1,5,3,2,0,1,1
4004,12,10,10,4,9,0,5,1,3,1,3,0,4,3,1,6,0,0
4005,12,10,0,0,0,3,0,4,0,0,0,1,4,2,3,0,1,1
4006,12,10,10,3,10,1,0,4,3,2,3,3,6,3,3,5,1,2
4007,12,10,10,10,0,0,4,1,3,3,0,0,5,3,1,3,0,2
4008,12,10,6,2,4,4,0,5,1,1,1,3,5,3,3,2,2,1
4009,12,10,5,5,0,2,3,1,2,2,0,3,5,2,1,2,1,3
4010,12,10,10,10,7,0,3,1,3,3,3,0,4,3,1,6,0,2
4011,12,3,10,0,10,1,0,1,1,0,1,3,3,3,1,3,1,0
4012,12,10,10,8,10,0,0,5,5,4,3,0,5,3,3,8,0,2
4013,12,10,10,5,9,0,0,3,3,2,3,0,4,0,2,7,0,2
4014,12,10,10,1,10,0,0,4,2,1,2,0,6,3,3,7,0,2
4015,12,10,5,1,4,0,0,3,1,1,1,0,5,3,2,2,0,3
4016,12,10,0,0,0,1,0,5,0,0,0,3,6,3,3,0,1,1
4017,12,10,3,3,0,9,1,3,1,1,0,5,5,3,2,1,5,1
4018,12,10,2,2,0,6,2,4,1,1,0,5,4,5,3,1,5,1
4019,12,10,10,10,9,0,10,1,3,3,1,0,5,3,1,7,0,2
4020,12,10,0,0,0,3,0,2,0,0,0,3,3,3,1,0,1,3
4021,12,0,0,0,0,1,0,0,0,0,0,1,3,3,2,0,1,3
4022,12,10,0,0,0,5,0,4,0,0,0,4,5,3,2,0,2,1
4023,12,10,7,0,7,0,10,1,2,0,2,0,3,2,1,3,0,0
4024,12,10,0,0,0,1,1,1,0,0,0,2,3,2,1,0,1,3
4025,12,10,10,10,5,0,8,1,3,3,1,0,5,3,1,4,0,2
4026,12,6,0,0,0,1,2,1,0,0,0,2,3,3,1,0,1,3
4027,12,10,6,0,5,0,0,2,1,0,1,0,6,2,1,2,0,0
4028,12,9,0,0,0,1,2,1,0,0,0,5,6,6,1,0,1,1
4029,12,7,3,3,0,0,5,1,3,3,0,0,6,4,1,1,0,3
4030,12,10,9,5,7,1,0,4,5,3,5,4,5,6,4,8,1,2
4031,12,10,8,0,8,0,0,2,1,0,1,0,2,2,2,3,0,0
4032,12,10,10,2,10,0,8,1,3,1,2,0,5,3,1,3,0,0
4033,12,10,10,10,10,0,0,4,3,3,2,0,6,3,3,6,0,2
4034,11,10,0,0,0,2,0,3,0,0,0,1,3,1,2,0,1,3
4035,12,7,6,0,5,0,6,1,1,0,1,0,3,1,1,2,0,0
4036,12,10,9,5,5,0,1,1,3,2,1,0,5,3,1,5,0,2
4037,12,10,10,3,10,1,0,3,2,1,2,3,4,3,3,4,1,2
4038,11,10,0,0,0,1,0,3,0,0,0,3,3,2,2,0,1,3
4039,9,8,7,0,6,0,8,1,1,0,1,0,3,1,1,2,0,0
4040,12,10,0,0,0,6,1,3,0,0,0,5,3,4,2,0,4,1
4041,6,9,9,2,7,4,0,4,1,1,1,4,4,2,2,3,1,1
4042,12,10,1,1,0,0,0,2,3,3,0,0,3,2,1,1,0,3
4043,12,10,0,0,0,4,2,1,0,0,0,3,5,5,1,0,2,1
4044,12,6,3,3,0,0,10,1,3,3,0,0,3,3,1,2,0,3
4045,12,10,1,1,0,0,0,4,1,1,0,0,5,2,2,1,0,3
4046,12,10,0,0,0,4,0,3,0,0,0,3,3,2,2,0,2,1
4047,12,5,2,2,0,0,0,1,1,1,0,0,6,2,1,1,0,3
4048,12,10,5,5,0,0,1,1,2,2,0,0,1,2,1,3,0,3
4049,12,10,4,4,0,0,0,4,3,3,0,0,4,3,5,1,0,2
4050,12,10,10,0,10,0,10,1,3,0,3,0,4,3,1,3,0,0
4051,12,10,10,10,10,0,8,1,2,1,1,0,5,2,1,5,0,2
4052,12,10,0,0,0,2,0,3,0,0,0,1,3,1,1,0,1,3
4053,12,7,6,5,3,0,10,1,3,3,1,0,5,4,1,3,0,2
4054,12,3,2,0,2,0,0,1,1,0,1,0,4,1,1,1,0,3
4055,12,10,5,0,5,0,0,3,1,0,1,0,3,3,3,2,0,0
4056,7,9,8,8,0,9,5,1,2,2,0,3,3,3,1,3,3,1
4057,12,3,0,0,0,1,10,1,0,0,0,1,5,1,1,0,1,3
4058,12,1,1,0,1,0,0,1,1,0,1,0,3,1,1,1,0,3
4059,12,10,5,5,2,0,0,3,1,1,1,0,3,2,2,3,0,3
4060,12,10,1,1,0,0,0,3,1,1,0,0,3,1,1,1,0,3
4061,12,10,0,0,0,5,0,3,0,0,0,2,3,1,1,0,2,3
4062,12,10,0,0,0,2,0,5,0,0,0,5,6,5,3,0,1,1
4063,12,10,0,0,0,2,0,3,0,0,0,2,3,2,2,0,1,3
4064,12,9,0,0,0,1,0,3,0,0,0,3,4,1,2,0,1,3
4065,12,10,0,0,0,5,1,3,0,0,0,4,3,4,2,0,3,1
4066,12,10,0,0,0,1,0,3,0,0,0,1,3,1,1,0,1,3
4067,12,9,5,5,0,0,2,1,3,3,0,0,3,3,1,2,0,3
4068,12,4,5,1,5,0,0,1,1,1,1,0,3,3,1,2,0,3
4069,12,10,0,0,0,3,0,5,0,0,0,4,6,3,3,0,1,1
4070,12,4,0,0,0,1,0,1,0,0,0,1,2,1,1,0,1,3
4071,12,10,2,1,1,0,0,2,1,1,1,0,2,1,1,1,0,3
4072,12,10,10,3,9,0,0,2,3,3,2,0,3,3,1,3,0,2
4073,12,10,10,0,10,0,9,1,1,0,1,0,3,1,1,3,0,0
4074,12,10,8,1,8,4,0,5,3,1,2,5,5,4,4,3,2,1
4075,12,10,9,2,8,0,0,3,2,1,1,0,5,2,1,3,0,0
4076,12,10,9,3,6,0,0,3,3,3,2,0,5,2,2,3,0,2
4077,12,10,0,0,0,3,0,2,0,0,0,2,3,1,1,0,1,3
4078,12,10,1,1,0,0,0,3,1,1,0,0,3,1,1,1,0,3
4079,8,10,0,0,0,8,2,3,0,0,0,3,3,3,1,0,6,1
4080,12,10,1,1,0,2,1,2,1,1,0,1,3,3,1,1,1,3
4081,12,10,10,5,10,0,10,1,5,4,3,0,5,4,1,6,0,2
4082,12,5,1,1,0,0,0,1,1,1,0,0,3,0,2,1,0,3
4083,12,10,0,0,0,3,0,3,0,0,0,1,3,1,2,0,1,3
4084,12,10,0,0,0,3,0,3,0,0,0,3,4,1,3,0,1,1
4085,12,9,7,3,6,0,2,2,3,3,2,0,3,4,1,6,0,2
4086,12,10,10,0,10,0,0,5,5,0,5,0,5,5,6,7,0,2
4087,12,10,6,2,5,0,0,3,2,1,2,0,3,3,3,3,0,0
4088,12,9,6,6,0,1,7,1,3,3,0,2,3,3,1,3,1,2
4089,12,10,5,1,4,7,0,6,1,1,1,3,6,4,4,2,3,1
4090,12,10,7,3,5,0,0,3,1,1,1,0,3,1,2,2,0,0
4091,12,10,0,0,0,9,0,5,0,0,0,6,5,6,3,0,6,1
4092,12,10,10,10,4,0,0,3,3,3,1,0,5,3,1,6,0,2
4093,11,10,0,0,0,2,0,3,0,0,0,3,3,2,2,0,1,3
4094,12,10,0,0,0,1,0,3,0,0,0,3,4,1,1,0,1,3
4095,12,10,0,0,0,7,0,4,0,0,0,2,5,2,2,0,3,1
4096,12,10,10,10,0,0,3,1,3,3,0,0,3,3,1,3,0,2
4097,12,10,0,0,0,3,0,3,0,0,0,5,4,5,2,0,2,1
4098,12,10,0,0,0,3,0,1,0,0,0,3,3,3,1,0,1,3
4099,7,10,10,5,6,0,0,2,2,1,1,0,3,1,1,2,0,0
4100,12,10,0,0,0,5,1,4,0,0,0,3,5,5,3,0,2,1
4101,10,10,0,0,0,1,0,3,0,0,0,1,3,1,2,0,1,3
4102,12,10,9,4,7,0,0,6,6,4,5,0,6,3,4,6,0,2
4103,12,10,0,0,0,7,0,5,0,0,0,5,6,3,3,0,3,1
4104,12,10,4,4,0,0,0,3,1,1,0,0,3,2,1,1,0,3
4105,12,10,10,1,10,0,1,3,4,2,4,0,3,4,1,7,0,2
4106,12,10,1,0,1,0,0,2,1,0,1,0,5,2,1,1,0,3
4107,12,7,10,0,10,1,0,1,1,0,1,1,3,1,1,3,1,0
4108,12,10,2,1,2,0,0,2,1,1,1,0,2,2,2,1,0,3
4109,12,10,10,10,2,0,8,1,3,3,1,0,5,3,1,6,0,2
4110,12,10,6,5,2,0,0,3,3,3,1,0,3,2,3,3,0,2
4111,12,10,5,0,5,1,0,3,1,0,1,1,4,2,1,2,1,3
4112,12,10,10,10,10,3,0,5,5,3,4,3,5,3,3,8,1,2
4113,12,10,0,0,0,2,0,3,0,0,0,3,3,1,1,0,2,3
4114,12,10,2,2,0,0,0,3,3,3,0,0,5,2,2,1,0,3
4115,12,10,4,3,2,0,0,3,1,1,1,0,3,2,2,2,0,3
4116,12,10,0,0,0,1,0,1,0,0,0,1,5,1,1,0,1,3
4117,12,2,1,1,0,0,0,1,1,1,0,0,5,1,1,1,0,3
4118,12,7,0,0,0,1,0,1,0,0,0,1,2,2,1,0,1,3
4119,12,10,10,4,9,0,0,4,3,2,3,0,5,3,2,7,0,2
4120,9,8,6,6,0,0,0,2,3,3,0,0,4,2,1,2,0,3
4121,12,2,0,0,0,1,0,1,0,0,0,2,3,1,1,0,1,3
4122,12,10,10,5,10,0,9,1,4,2,4,0,4,4,1,7,0,2
4123,12,10,1,0,1,1,0,4,1,0,1,3,5,3,3,1,1,1
4124,12,10,10,10,0,0,8,1,3,3,0,0,5,3,1,3,0,2
4125,12,10,0,0,0,3,1,3,0,0,0,4,6,3,2,0,1,1
4126,12,9,8,4,6,0,5,1,4,3,3,0,5,4,1,6,0,2
4127,12,10,10,0,10,0,0,1,2,0,2,0,3,1,1,3,0,0
4128,12,4,0,0,0,1,0,1,0,0,0,1,5,1,1,0,1,3
4129,12,8,3,3,0,4,2,1,1,1,0,4,3,5,1,1,2,1
4130,12,7,4,0,4,0,0,1,1,0,1,0,5,3,1,1,0,3
4131,12,10,0,0,0,2,0,3,0,0,0,3,4,5,2,0,1,1
4132,12,10,5,0,5,5,0,3,1,0,1,3,5,3,2,2,4,1
4133,12,10,10,10,10,0,0,4,5,4,3,0,5,3,2,7,0,2
4134,6,4,4,2,2,0,0,1,1,1,1,0,3,1,1,1,0,3
4135,12,10,10,9,9,3,1,3,4,4,3,1,5,4,1,6,2,2
4136,12,10,7,1,5,0,6,1,2,1,1,0,3,2,1,3,0,0
4137,12,10,4,4,0,9,1,3,1,1,0,4,4,4,2,1,5,1
4138,12,10,10,1,10,2,0,4,3,1,3,1,4,3,4,8,1,2
4139,12,10,5,5,0,5,0,3,3,3,0,3,4,4,1,2,2,1
4140,12,10,10,6,10,0,0,6,5,4,3,0,6,4,4,7,0,2
4141,12,10,10,3,10,0,0,1,2,1,1,0,3,1,1,5,0,0
4142,12,10,7,7,0,0,1,2,3,3,0,0,3,3,1,4,0,2
4143,12,10,0,0,0,3,0,4,0,0,0,1,4,3,3,0,1,1
4144,10,10,0,0,0,7,0,3,0,0,0,4,6,4,2,0,3,1
